merchantProductId,merchantSkuId,EAN
655b203ae9953334830064e1,JRKF033-MA02958,9135483780703
655b2033e995333483006406,JRKF033-MA02894,9135483780062
655b2033e995333483006406,JRKF033-MA02894,9135483780062
655b2033e995333483006406,JRKF033-MA02893,9135483780055
655b2033e995333483006406,JRKF033-MA02893,9135483780055
655b2033e995333483006406,JRKF033-MA02892,9135483780048
655b2033e995333483006406,JRKF033-MA02892,9135483780048
655b2033e995333483006406,JRKF033-MA02891,9135483780031
655b2033e995333483006406,JRKF033-MA02891,9135483780031
655b2033e995333483006406,JRKF033-MA02890,9135483780024
655b2033e995333483006406,JRKF033-MA02890,9135483780024
655b2033e995333483006406,JRKF033-MA02889,9135483780017
655b2033e995333483006406,JRKF033-MA02889,9135483780017
655b2033e995333483006406,JRKF033-MA02888,9135483780000
655b2033e995333483006406,JRKF033-MA02888,9135483780000
655b2033e995333483006406,JRKF033-MA02887,9135483779998
655b2033e995333483006406,JRKF033-MA02887,9135483779998
655b2033e995333483006406,JRKF033-MA02886,9135483779981
655b2033e995333483006406,JRKF033-MA02886,9135483779981
655b2033e995333483006406,JRKF033-MA02885,9135483779974
655b2033e995333483006406,JRKF033-MA02885,9135483779974
655b2005e995333483005e63,JRKF033-MA02405,9135483775174
655b2005e995333483005e63,JRKF033-MA02405,9135483775174
655b2005e995333483005e63,JRKF033-MA02404,9135483775167
655b2005e995333483005e63,JRKF033-MA02404,9135483775167
655b1ffbe995333483005d13,JRKF033-MA02294,9135483774061
655b1ffbe995333483005d13,JRKF033-MA02294,9135483774061
655b1ffbe995333483005d13,JRKF033-MA02293,9135483774054
655b1ffbe995333483005d13,JRKF033-MA02293,9135483774054
655b1ffbe995333483005d13,JRKF033-MA02292,9135483774047
655b1ffbe995333483005d13,JRKF033-MA02292,9135483774047
655b1ff9e995333483005cd1,JRKF033-MA02272,9135483773842
655b1ff9e995333483005cd1,JRKF033-MA02272,9135483773842
655b1ff9e995333483005cd1,JRKF033-MA02271,9135483773835
655b1ff9e995333483005cd1,JRKF033-MA02271,9135483773835
655b1ff9e995333483005cd1,JRKF033-MA02270,9135483773828
655b1ff9e995333483005cd1,JRKF033-MA02270,9135483773828
655b1ff9e995333483005cb0,JRKF033-MA02260,9135483773729
655b1ff9e995333483005cb0,JRKF033-MA02260,9135483773729
655b1ff9e995333483005cb0,JRKF033-MA02259,9135483773712
655b1ff9e995333483005cb0,JRKF033-MA02259,9135483773712
655b1fe5e9953334830059fb,JRKF028-MA02031,9135483771435
655b1fe5e9953334830059fb,JRKF028-MA02031,9135483771435
655b1fe5e9953334830059fb,JRKF028-MA02030,9135483771428
655b1fe5e9953334830059fb,JRKF028-MA02030,9135483771428
655b1fe5e9953334830059fb,JRKF028-MA02029,9135483771411
655b1fe5e9953334830059fb,JRKF028-MA02029,9135483771411
655b1fe5e9953334830059fb,JRKF028-MA02028,9135483771404
655b1fe5e9953334830059fb,JRKF028-MA02028,9135483771404
655b1fe8e995333483005a64,JRKF028-MA02069,9135483771817
655b1fe8e995333483005a64,JRKF028-MA02069,9135483771817
655b1fe8e995333483005a64,JRKF028-MA02068,9135483771800
655b1fe8e995333483005a64,JRKF028-MA02068,9135483771800
655b1fe8e995333483005a64,JRKF028-MA02067,9135483771794
655b1fe8e995333483005a64,JRKF028-MA02067,9135483771794
655b1fe8e995333483005a64,JRKF028-MA02066,9135483771787
655b1fe8e995333483005a64,JRKF028-MA02066,9135483771787
655b1fe8e995333483005a64,JRKF028-MA02065,9135483771770
655b1fe8e995333483005a64,JRKF028-MA02065,9135483771770
655b1fe8e995333483005a64,JRKF028-MA02064,9135483771763
655b1fe8e995333483005a64,JRKF028-MA02064,9135483771763
655b1fe8e995333483005a64,JRKF028-MA02063,9135483771756
655b1fe8e995333483005a64,JRKF028-MA02063,9135483771756
655b1fdfe995333483005917,JRKF028-MA01952,9135483770643
655b1fdfe995333483005917,JRKF028-MA01952,9135483770643
655b1fdfe995333483005917,JRKF028-MA01951,9135483770636
655b1fdfe995333483005917,JRKF028-MA01951,9135483770636
655b1fdfe995333483005917,JRKF028-MA01950,9135483770629
655b1fdfe995333483005917,JRKF028-MA01950,9135483770629
655b1fdfe995333483005917,JRKF028-MA01949,9135483770612
655b1fdfe995333483005917,JRKF028-MA01949,9135483770612
655b1fdfe995333483005917,JRKF028-MA01948,9135483770605
655b1fdfe995333483005917,JRKF028-MA01948,9135483770605
655b1fdfe995333483005917,JRKF028-MA01947,9135483770599
655b1fdfe995333483005917,JRKF028-MA01947,9135483770599
655b1fdfe995333483005917,JRKF028-MA01946,9135483770582
655b1fdfe995333483005917,JRKF028-MA01946,9135483770582
655b1fdfe995333483005917,JRKF028-MA01945,9135483770575
655b1fdfe995333483005917,JRKF028-MA01945,9135483770575
655b1fdfe995333483005917,JRKF028-MA01944,9135483770568
655b1fdfe995333483005917,JRKF028-MA01944,9135483770568
655b1fdfe995333483005917,JRKF028-MA01943,9135483770551
655b1fdfe995333483005917,JRKF028-MA01943,9135483770551
655b1fdfe995333483005917,JRKF028-MA01942,9135483770544
655b1fdfe995333483005917,JRKF028-MA01942,9135483770544
655b1fdfe995333483005917,JRKF028-MA01941,9135483770537
655b1fdfe995333483005917,JRKF028-MA01941,9135483770537
655b1fdfe995333483005917,JRKF028-MA01940,9135483770520
655b1fdfe995333483005917,JRKF028-MA01940,9135483770520
655b1fdfe995333483005917,JRKF028-MA01939,9135483770513
655b1fdfe995333483005917,JRKF028-MA01939,9135483770513
655b1fdfe995333483005917,JRKF028-MA01938,9135483770506
655b1fdfe995333483005917,JRKF028-MA01938,9135483770506
655b1fdfe995333483005917,JRKF028-MA01937,9135483770490
655b1fdfe995333483005917,JRKF028-MA01937,9135483770490
655b1fdfe995333483005917,JRKF028-MA01936,9135483770483
655b1fdfe995333483005917,JRKF028-MA01936,9135483770483
655b1fd1e99533348300571f,JRKF028-MA01769,9135483768817
655b1fd1e99533348300571f,JRKF028-MA01769,9135483768817
655b1fd1e99533348300571f,JRKF028-MA01768,9135483768800
655b1fd1e99533348300571f,JRKF028-MA01768,9135483768800
655b1fd1e99533348300570d,JRKF028-MA01763,9135483768756
655b1fd1e99533348300570d,JRKF028-MA01763,9135483768756
655b1fd1e99533348300570d,JRKF028-MA01762,9135483768749
655b1fd1e99533348300570d,JRKF028-MA01762,9135483768749
655b1fcbe995333483005635,JRKF028-MA01691,9135483768039
655b1fcbe995333483005635,JRKF028-MA01691,9135483768039
655b1fcbe995333483005635,JRKF028-MA01690,9135483768022
655b1fcbe995333483005635,JRKF028-MA01690,9135483768022
655b1fcbe99533348300562c,JRKF028-MA01689,9135483768015
655b1fcbe99533348300562c,JRKF028-MA01689,9135483768015
655b1fcbe99533348300562c,JRKF028-MA01688,9135483768008
655b1fcbe99533348300562c,JRKF028-MA01688,9135483768008
655b1fcbe99533348300562c,JRKF028-MA01687,9135483767995
655b1fcbe99533348300562c,JRKF028-MA01687,9135483767995
655b1fc9e9953334830055e1,JRKF028-MA01663,9135483767759
655b1fc9e9953334830055e1,JRKF028-MA01663,9135483767759
655b1fc9e9953334830055e1,JRKF028-MA01662,9135483767742
655b1fc9e9953334830055e1,JRKF028-MA01662,9135483767742
655b1fc7e995333483005593,JRKF028-MA01637,9135483767490
655b1fc7e995333483005593,JRKF028-MA01637,9135483767490
655b1fc7e995333483005593,JRKF028-MA01636,9135483767483
655b1fc7e995333483005593,JRKF028-MA01636,9135483767483
655b1fc9e9953334830055e7,JRKF028-MA01666,9135483767780
655b1fc9e9953334830055e7,JRKF028-MA01666,9135483767780
655b1fc9e9953334830055e7,JRKF028-MA01665,9135483767773
655b1fc9e9953334830055e7,JRKF028-MA01665,9135483767773
655b1fc9e9953334830055e7,JRKF028-MA01664,9135483767766
655b1fc9e9953334830055e7,JRKF028-MA01664,9135483767766
655b1fc1e9953334830054b5,JRKF028-MA01566,9135483766783
655b1fc1e9953334830054b5,JRKF028-MA01566,9135483766783
655b1fc1e9953334830054b5,JRKF028-MA01565,9135483766776
655b1fc1e9953334830054b5,JRKF028-MA01565,9135483766776
655b1fc1e9953334830054b5,JRKF028-MA01564,9135483766769
655b1fc1e9953334830054b5,JRKF028-MA01564,9135483766769
655b1fc1e9953334830054b5,JRKF028-MA01563,9135483766752
655b1fc1e9953334830054b5,JRKF028-MA01563,9135483766752
655b1fc1e9953334830054b5,JRKF028-MA01562,9135483766745
655b1fc1e9953334830054b5,JRKF028-MA01562,9135483766745
655b1fc1e9953334830054a9,JRKF028-MA01561,9135483766738
655b1fc1e9953334830054a9,JRKF028-MA01561,9135483766738
655b1fc1e9953334830054a9,JRKF028-MA01560,9135483766721
655b1fc1e9953334830054a9,JRKF028-MA01560,9135483766721
655b1fc1e9953334830054a9,JRKF028-MA01559,9135483766714
655b1fc1e9953334830054a9,JRKF028-MA01559,9135483766714
655b1fc1e9953334830054a9,JRKF028-MA01558,9135483766707
655b1fc1e9953334830054a9,JRKF028-MA01558,9135483766707
655b0c3ad32691ae4b0089da,JRKF028-0741143,9135483635164
655b0c34d32691ae4b0088d2,JRKF028-0741431,9135483634280
655b0c34d32691ae4b0088c9,JRKF028-0741441,9135483634259
655b0c3ad32691ae4b0089c5,JRKF028-0741146-3,9135483635119
655b0c3ad32691ae4b0089c5,JRKF028-0741146-2,9135483635102
655b0c3ad32691ae4b0089c5,JRKF028-0741146-1,9135483635096
655b0c39d32691ae4b0089ad,JRKF028-0741150-4,9135483635034
655b0c39d32691ae4b0089ad,JRKF028-0741150-2,9135483635010
655b0c37d32691ae4b00895c,JRKF028-0741412,9135483634747
655b0c39d32691ae4b0089a7,JRKF028-0741241,9135483634990
655b0c37d32691ae4b008962,JRKF028-0741411-9,9135483634839
655b0c37d32691ae4b008962,JRKF028-0741411-8,9135483634822
655b0c37d32691ae4b008962,JRKF028-0741411-7,9135483634815
655b0c37d32691ae4b008962,JRKF028-0741411-6,9135483634808
655b0c37d32691ae4b008962,JRKF028-0741411-5,9135483634792
655b0c37d32691ae4b008962,JRKF028-0741411-4,9135483634785
655b0c37d32691ae4b008962,JRKF028-0741411-3,9135483634778
655b0c37d32691ae4b008962,JRKF028-0741411-20,9135483634945
655b0c37d32691ae4b008962,JRKF028-0741411-2,9135483634761
655b0c37d32691ae4b008962,JRKF028-0741411-19,9135483634938
655b0c37d32691ae4b008962,JRKF028-0741411-18,9135483634921
655b0c37d32691ae4b008962,JRKF028-0741411-17,9135483634914
655b0c37d32691ae4b008962,JRKF028-0741411-16,9135483634907
655b0c37d32691ae4b008962,JRKF028-0741411-15,9135483634891
655b0c37d32691ae4b008962,JRKF028-0741411-14,9135483634884
655b0c37d32691ae4b008962,JRKF028-0741411-13,9135483634877
655b0c37d32691ae4b008962,JRKF028-0741411-12,9135483634860
655b0c37d32691ae4b008962,JRKF028-0741411-11,9135483634853
655b0c37d32691ae4b008962,JRKF028-0741411-10,9135483634846
655b0c34d32691ae4b0088c3,JRKF028-0741475,9135483634235
655b0c34d32691ae4b0088d8,JRKF028-0741426,9135483634303
655b0c34d32691ae4b0088e1,JRKF028-0741424-3,9135483634341
655b0c34d32691ae4b0088e1,JRKF028-0741424-2,9135483634334
655b0c2fd32691ae4b0087e5,JRKF035-0741491-2,9135483633498
655b0c30d32691ae4b00882a,JRKF035-0741449-1,9135483633726
655b0c30d32691ae4b008842,JRKF035-0741443-3,9135483633801
655b0c30d32691ae4b00881b,JRKF035-0741452-1,9135483633672
655b0c30d32691ae4b008818,JRKF035-0741454-1,9135483633665
655b0c30d32691ae4b008830,JRKF035-0741445-2,9135483633740
655b0c30d32691ae4b008815,JRKF035-0741455-1,9135483633658
655b0c2fd32691ae4b0087eb,JRKF035-0741489-1,9135483633511
655b0c2fd32691ae4b0087ee,JRKF035-0741484-2,9135483633535
655b0c2fd32691ae4b0087ee,JRKF035-0741484-1,9135483633528
655b0c2ed32691ae4b0087d9,JRKF035-0741523-1,9135483633450
655b0c2ed32691ae4b0087dc,JRKF035-0741522-1,9135483633467
655b0c2dd32691ae4b0087af,JRKF035-0741529-1,9135483633313
655b0c2ed32691ae4b0087b8,JRKF035-0741527-3,9135483633368
655b0c2ed32691ae4b0087b8,JRKF035-0741527-2,9135483633351
655b0c2ed32691ae4b0087b8,JRKF035-0741527-1,9135483633344
655b0c2dd32691ae4b0087a6,JRKF036-0741092-2,9135483633290
655b0c2dd32691ae4b0087a6,JRKF036-0741092-1,9135483633283
655b0c2cd32691ae4b008767,JRKF036-0741448-1,9135483633078
655b0c2cd32691ae4b008764,JRKF036-0741451-1,9135483633061
655b0c2cd32691ae4b008770,JRKF036-0741439-1,9135483633108
655b0c2dd32691ae4b00878b,JRKF036-0741094-6,9135483633238
655b0c2dd32691ae4b00878b,JRKF036-0741094-5,9135483633221
655b0c2dd32691ae4b00878b,JRKF036-0741094-4,9135483633214
655b0c2dd32691ae4b00878b,JRKF036-0741094-3,9135483633207
655b0c2dd32691ae4b00878b,JRKF036-0741094-2,9135483633191
655b0c2bd32691ae4b008740,JRKF036-0741500-12,9135483632941
655b0c2bd32691ae4b00874f,JRKF036-0741482-1,9135483632996
655b0c2ad32691ae4b00872b,JRKF033-0741507-1,9135483632873
655b0c2bd32691ae4b008734,JRKF036-0741510-3,9135483632927
655b0c2bd32691ae4b008734,JRKF036-0741510-2,9135483632910
655b0c2bd32691ae4b008734,JRKF036-0741510-1,9135483632903
655b0c2ad32691ae4b008728,JRKF033-0741508,9135483632866
655b0c2ad32691ae4b008725,JRKF033-0741509,9135483632859
655b0c29d32691ae4b0086ef,JRKF033-0741515,9135483632675
655b0c29d32691ae4b0086f2,JRKF033-0741512,9135483632682
655b0c29d32691ae4b0086f5,JRKF033-0741511-9,9135483632774
655b0c29d32691ae4b0086f5,JRKF033-0741511-8,9135483632767
655b0c29d32691ae4b0086f5,JRKF033-0741511-7,9135483632750
655b0c29d32691ae4b0086f5,JRKF033-0741511-6,9135483632743
655b0c29d32691ae4b0086f5,JRKF033-0741511-5,9135483632736
655b0c29d32691ae4b0086f5,JRKF033-0741511-4,9135483632729
655b0c29d32691ae4b0086f5,JRKF033-0741511-3,9135483632712
655b0c29d32691ae4b0086f5,JRKF033-0741511-2,9135483632705
655b0c29d32691ae4b0086f5,JRKF033-0741511-16,9135483632842
655b0c29d32691ae4b0086f5,JRKF033-0741511-15,9135483632835
655b0c29d32691ae4b0086f5,JRKF033-0741511-14,9135483632828
655b0c29d32691ae4b0086f5,JRKF033-0741511-13,9135483632811
655b0c29d32691ae4b0086f5,JRKF033-0741511-12,9135483632804
655b0c29d32691ae4b0086f5,JRKF033-0741511-11,9135483632798
655b0c29d32691ae4b0086f5,JRKF033-0741511-10,9135483632781
655b0c29d32691ae4b0086f5,JRKF033-0741511-1,9135483632699
655b0c29d32691ae4b0086e3,JRKF033-0741520,9135483632637
655b0c29d32691ae4b0086dd,JRKF033-0741486,9135483632613
655b0c29d32691ae4b0086e9,JRKF033-0741517-2,9135483632668
655b0c29d32691ae4b0086e9,JRKF033-0741517-1,9135483632651
655b0c29d32691ae4b0086e0,JRKF033-0741485,9135483632620
655c8262d10f5c95d90905e1,JRKF028-MA07751,904963875395
655c8262d10f5c95d90905e1,JRKF028-MA07751,904963875395
655c8263d10f5c95d90905f9,JRKF028-MA07759,904963875470
655c8263d10f5c95d90905f9,JRKF028-MA07759,904963875470
655c8239d10f5c95d908ffc3,JRKF028-MA07229,904963870178
655c8239d10f5c95d908ffc3,JRKF028-MA07229,904963870178
655c8265d10f5c95d9090665,JRKF028-MA07795,904963875838
655c8265d10f5c95d9090665,JRKF028-MA07795,904963875838
655c784c8072b58092013666,JRKF035-MA06067,904963858558
655c784c8072b58092013666,JRKF035-MA06067,904963858558
655c8262d10f5c95d90905ed,JRKF028-MA07755,904963875432
655c8262d10f5c95d90905ed,JRKF028-MA07755,904963875432
655c8236d10f5c95d908ff36,JRKF028-MA07182,904963869707
655c8236d10f5c95d908ff36,JRKF028-MA07182,904963869707
655c78458072b5809201357c,JRKF035-MA05989,904963857773
655c78458072b5809201357c,JRKF035-MA05989,904963857773
655c8264d10f5c95d909062c,JRKF028-MA07776,904963875647
655c8264d10f5c95d909062c,JRKF028-MA07776,904963875647
